"U:0","U:1","U:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.3991,-0.0061774,0,-1.8423,-2.6563,0,-1.8423,-2.6563,0,-0.93492,1,0.00915,0.12,0.00915,0
2.3999,-0.0064301,0,-1.8691,-2.6915,0,-1.8691,-2.6915,0,-0.93688,1,0.0092,0.12,0.0092,0
2.4008,-0.0066829,0,-1.8958,-2.7268,0,-1.8958,-2.7268,0,-0.93884,1,0.00925,0.12,0.00925,0
2.4016,-0.0069356,0,-1.9226,-2.762,0,-1.9226,-2.762,0,-0.9408,1,0.0093,0.12,0.0093,0
2.4025,-0.0071884,0,-1.9494,-2.7972,0,-1.9494,-2.7972,0,-0.94276,1,0.00935,0.12,0.00935,0
2.4033,-0.0074411,0,-1.9762,-2.8325,0,-1.9762,-2.8325,0,-0.94472,1,0.0094,0.12,0.0094,0
2.4042,-0.0076938,0,-2.003,-2.8677,0,-2.003,-2.8677,0,-0.94668,1,0.00945,0.12,0.00945,0
2.405,-0.0079466,0,-2.0298,-2.9029,0,-2.0298,-2.9029,0,-0.94864,1,0.0095,0.12,0.0095,0
2.4059,-0.0081993,0,-2.0565,-2.9382,0,-2.0565,-2.9382,0,-0.9506,1,0.00955,0.12,0.00955,0
2.4067,-0.0084521,0,-2.0833,-2.9734,0,-2.0833,-2.9734,0,-0.95256,1,0.0096,0.12,0.0096,0
2.4076,-0.0087048,0,-2.1101,-3.0087,0,-2.1101,-3.0087,0,-0.95452,1,0.00965,0.12,0.00965,0
2.4084,-0.0089576,0,-2.1369,-3.0439,0,-2.1369,-3.0439,0,-0.95648,1,0.0097,0.12,0.0097,0
2.4093,-0.0092103,0,-2.1637,-3.0791,0,-2.1637,-3.0791,0,-0.95844,1,0.00975,0.12,0.00975,0
2.4101,-0.009463,0,-2.1905,-3.1144,0,-2.1905,-3.1144,0,-0.9604,1,0.0098,0.12,0.0098,0
2.411,-0.0097158,0,-2.2172,-3.1496,0,-2.2172,-3.1496,0,-0.96236,1,0.00985,0.12,0.00985,0
2.4118,-0.0099685,0,-2.244,-3.1848,0,-2.244,-3.1848,0,-0.96432,1,0.0099,0.12,0.0099,0
2.4127,-0.010221,0,-2.2708,-3.2201,0,-2.2708,-3.2201,0,-0.96628,1,0.00995,0.12,0.00995,0
2.4135,-0.010474,0,-2.2976,-3.2553,0,-2.2976,-3.2553,0,-0.96824,1,0.01,0.12,0.01,0
2.4146,-0.010753,0,-2.337,-3.3028,0,-2.337,-3.3028,0,-0.97038,1,0.01005,0.12,0.01005,0
2.4157,-0.011031,0,-2.3764,-3.3504,0,-2.3764,-3.3504,0,-0.97252,1,0.0101,0.12,0.0101,0
2.4167,-0.01131,0,-2.4158,-3.3979,0,-2.4158,-3.3979,0,-0.97466,1,0.01015,0.12,0.01015,0
2.4178,-0.011589,0,-2.4552,-3.4454,0,-2.4552,-3.4454,0,-0.9768,1,0.0102,0.12,0.0102,0
2.4188,-0.011867,0,-2.4946,-3.493,0,-2.4946,-3.493,0,-0.97894,1,0.01025,0.12,0.01025,0
2.4199,-0.012146,0,-2.534,-3.5405,0,-2.534,-3.5405,0,-0.98109,1,0.0103,0.12,0.0103,0
2.421,-0.012425,0,-2.5734,-3.588,0,-2.5734,-3.588,0,-0.98323,1,0.01035,0.12,0.01035,0
2.422,-0.012703,0,-2.6128,-3.6356,0,-2.6128,-3.6356,0,-0.98537,1,0.0104,0.12,0.0104,0
2.4231,-0.012982,0,-2.6522,-3.6831,0,-2.6522,-3.6831,0,-0.98751,1,0.01045,0.12,0.01045,0
2.4242,-0.01326,0,-2.6916,-3.7306,0,-2.6916,-3.7306,0,-0.98965,1,0.0105,0.12,0.0105,0
2.4252,-0.013539,0,-2.731,-3.7782,0,-2.731,-3.7782,0,-0.99179,1,0.01055,0.12,0.01055,0
2.4263,-0.013818,0,-2.7704,-3.8257,0,-2.7704,-3.8257,0,-0.99393,1,0.0106,0.12,0.0106,0
2.4274,-0.014096,0,-2.8098,-3.8732,0,-2.8098,-3.8732,0,-0.99607,1,0.01065,0.12,0.01065,0
2.4284,-0.014375,0,-2.8492,-3.9208,0,-2.8492,-3.9208,0,-0.99821,1,0.0107,0.12,0.0107,0
2.4295,-0.014654,0,-2.8886,-3.9683,0,-2.8886,-3.9683,0,-1.0004,1,0.01075,0.12,0.01075,0
2.4305,-0.014932,0,-2.928,-4.0158,0,-2.928,-4.0158,0,-1.0025,1,0.0108,0.12,0.0108,0
2.4316,-0.015211,0,-2.9674,-4.0634,0,-2.9674,-4.0634,0,-1.0046,1,0.01085,0.12,0.01085,0
2.4327,-0.01549,0,-3.0068,-4.1109,0,-3.0068,-4.1109,0,-1.0068,1,0.0109,0.12,0.0109,0
2.4337,-0.015768,0,-3.0462,-4.1584,0,-3.0462,-4.1584,0,-1.0089,1,0.01095,0.12,0.01095,0
2.4348,-0.016047,0,-3.0856,-4.2059,0,-3.0856,-4.2059,0,-1.0111,1,0.011,0.12,0.011,0
2.4358,-0.016387,0,-3.1531,-4.2641,0,-3.1531,-4.2641,0,-1.0134,1,0.01105,0.12,0.01105,0
2.4369,-0.016726,0,-3.2206,-4.3222,0,-3.2206,-4.3222,0,-1.0158,1,0.0111,0.12,0.0111,0
2.4379,-0.017066,0,-3.2881,-4.3804,0,-3.2881,-4.3804,0,-1.0181,1,0.01115,0.12,0.01115,0
2.439,-0.017405,0,-3.3556,-4.4385,0,-3.3556,-4.4385,0,-1.0204,1,0.0112,0.12,0.0112,0
2.44,-0.017745,0,-3.4232,-4.4966,0,-3.4232,-4.4966,0,-1.0228,1,0.01125,0.12,0.01125,0
2.441,-0.018084,0,-3.4907,-4.5548,0,-3.4907,-4.5548,0,-1.0251,1,0.0113,0.12,0.0113,0
2.4421,-0.018424,0,-3.5582,-4.6129,0,-3.5582,-4.6129,0,-1.0275,1,0.01135,0.12,0.01135,0
2.4431,-0.018764,0,-3.6257,-4.671,0,-3.6257,-4.671,0,-1.0298,1,0.0114,0.12,0.0114,0
2.4441,-0.019103,0,-3.6932,-4.7292,0,-3.6932,-4.7292,0,-1.0322,1,0.01145,0.12,0.01145,0
2.4452,-0.019443,0,-3.7607,-4.7873,0,-3.7607,-4.7873,0,-1.0345,1,0.0115,0.12,0.0115,0
2.4462,-0.019782,0,-3.8283,-4.8454,0,-3.8283,-4.8454,0,-1.0369,1,0.01155,0.12,0.01155,0
2.4472,-0.020122,0,-3.8958,-4.9036,0,-3.8958,-4.9036,0,-1.0392,1,0.0116,0.12,0.0116,0
2.4483,-0.020461,0,-3.9633,-4.9617,0,-3.9633,-4.9617,0,-1.0416,1,0.01165,0.12,0.01165,0
2.4493,-0.020801,0,-4.0308,-5.0198,0,-4.0308,-5.0198,0,-1.0439,1,0.0117,0.12,0.0117,0
2.4504,-0.021141,0,-4.0983,-5.078,0,-4.0983,-5.078,0,-1.0463,1,0.01175,0.12,0.01175,0
2.4514,-0.02148,0,-4.1659,-5.1361,0,-4.1659,-5.1361,0,-1.0486,1,0.0118,0.12,0.0118,0
2.4524,-0.02182,0,-4.2334,-5.1943,0,-4.2334,-5.1943,0,-1.051,1,0.01185,0.12,0.01185,0
2.4535,-0.022159,0,-4.3009,-5.2524,0,-4.3009,-5.2524,0,-1.0533,1,0.0119,0.12,0.0119,0
2.4545,-0.022499,0,-4.3684,-5.3105,0,-4.3684,-5.3105,0,-1.0556,1,0.01195,0.12,0.01195,0
2.4555,-0.022839,0,-4.4359,-5.3687,0,-4.4359,-5.3687,0,-1.058,1,0.012,0.12,0.012,0
2.4556,-0.023232,0,-4.4973,-5.4377,0,-4.4973,-5.4377,0,-1.0605,1,0.01205,0.12,0.01205,0
2.4557,-0.023625,0,-4.5587,-5.5068,0,-4.5587,-5.5068,0,-1.063,1,0.0121,0.12,0.0121,0
2.4558,-0.024018,0,-4.6201,-5.5759,0,-4.6201,-5.5759,0,-1.0655,1,0.01215,0.12,0.01215,0
2.4559,-0.024411,0,-4.6815,-5.645,0,-4.6815,-5.645,0,-1.068,1,0.0122,0.12,0.0122,0
2.456,-0.024804,0,-4.7428,-5.714,0,-4.7428,-5.714,0,-1.0706,1,0.01225,0.12,0.01225,0
2.4561,-0.025197,0,-4.8042,-5.7831,0,-4.8042,-5.7831,0,-1.0731,1,0.0123,0.12,0.0123,0
2.4562,-0.02559,0,-4.8656,-5.8522,0,-4.8656,-5.8522,0,-1.0756,1,0.01235,0.12,0.01235,0
2.4563,-0.025983,0,-4.927,-5.9213,0,-4.927,-5.9213,0,-1.0781,1,0.0124,0.12,0.0124,0
2.4564,-0.026376,0,-4.9884,-5.9903,0,-4.9884,-5.9903,0,-1.0806,1,0.01245,0.12,0.01245,0
2.4565,-0.026769,0,-5.0498,-6.0594,0,-5.0498,-6.0594,0,-1.0831,1,0.0125,0.12,0.0125,0
2.4566,-0.027162,0,-5.1111,-6.1285,0,-5.1111,-6.1285,0,-1.0856,1,0.01255,0.12,0.01255,0
2.4567,-0.027555,0,-5.1725,-6.1976,0,-5.1725,-6.1976,0,-1.0882,1,0.0126,0.12,0.0126,0
2.4568,-0.027948,0,-5.2339,-6.2666,0,-5.2339,-6.2666,0,-1.0907,1,0.01265,0.12,0.01265,0
2.4569,-0.028341,0,-5.2953,-6.3357,0,-5.2953,-6.3357,0,-1.0932,1,0.0127,0.12,0.0127,0
2.457,-0.028734,0,-5.3567,-6.4048,0,-5.3567,-6.4048,0,-1.0957,1,0.01275,0.12,0.01275,0
2.4571,-0.029127,0,-5.4181,-6.4739,0,-5.4181,-6.4739,0,-1.0982,1,0.0128,0.12,0.0128,0
2.4572,-0.02952,0,-5.4794,-6.5429,0,-5.4794,-6.5429,0,-1.1007,1,0.01285,0.12,0.01285,0
2.4573,-0.029913,0,-5.5408,-6.612,0,-5.5408,-6.612,0,-1.1032,1,0.0129,0.12,0.0129,0
2.4574,-0.030306,0,-5.6022,-6.6811,0,-5.6022,-6.6811,0,-1.1057,1,0.01295,0.12,0.01295,0
2.4575,-0.030699,0,-5.6636,-6.7502,0,-5.6636,-6.7502,0,-1.1083,1,0.013,0.12,0.013,0
2.4542,-0.031124,0,-5.7602,-6.8343,0,-5.7602,-6.8343,0,-1.1108,1,0.01305,0.12,0.01305,0
2.451,-0.031549,0,-5.8568,-6.9185,0,-5.8568,-6.9185,0,-1.1134,1,0.0131,0.12,0.0131,0
2.4477,-0.031973,0,-5.9533,-7.0026,0,-5.9533,-7.0026,0,-1.116,1,0.01315,0.12,0.01315,0
2.4445,-0.032398,0,-6.0499,-7.0868,0,-6.0499,-7.0868,0,-1.1185,1,0.0132,0.12,0.0132,0
2.4412,-0.032823,0,-6.1465,-7.1709,0,-6.1465,-7.1709,0,-1.1211,1,0.01325,0.12,0.01325,0
2.4379,-0.033248,0,-6.2431,-7.2551,0,-6.2431,-7.2551,0,-1.1237,1,0.0133,0.12,0.0133,0
2.4347,-0.033673,0,-6.3397,-7.3392,0,-6.3397,-7.3392,0,-1.1262,1,0.01335,0.12,0.01335,0
2.4314,-0.034098,0,-6.4363,-7.4234,0,-6.4363,-7.4234,0,-1.1288,1,0.0134,0.12,0.0134,0
2.4281,-0.034522,0,-6.5328,-7.5075,0,-6.5328,-7.5075,0,-1.1314,1,0.01345,0.12,0.01345,0
2.4249,-0.034947,0,-6.6294,-7.5917,0,-6.6294,-7.5917,0,-1.1339,1,0.0135,0.12,0.0135,0
2.4216,-0.035372,0,-6.726,-7.6758,0,-6.726,-7.6758,0,-1.1365,1,0.01355,0.12,0.01355,0
2.4183,-0.035797,0,-6.8226,-7.76,0,-6.8226,-7.76,0,-1.1391,1,0.0136,0.12,0.0136,0
2.4151,-0.036222,0,-6.9192,-7.8441,0,-6.9192,-7.8441,0,-1.1416,1,0.01365,0.12,0.01365,0
2.4118,-0.036647,0,-7.0157,-7.9283,0,-7.0157,-7.9283,0,-1.1442,1,0.0137,0.12,0.0137,0
2.4085,-0.037071,0,-7.1123,-8.0124,0,-7.1123,-8.0124,0,-1.1468,1,0.01375,0.12,0.01375,0
2.4053,-0.037496,0,-7.2089,-8.0966,0,-7.2089,-8.0966,0,-1.1493,1,0.0138,0.12,0.0138,0
2.402,-0.037921,0,-7.3055,-8.1807,0,-7.3055,-8.1807,0,-1.1519,1,0.01385,0.12,0.01385,0
2.3988,-0.038346,0,-7.4021,-8.2649,0,-7.4021,-8.2649,0,-1.1545,1,0.0139,0.12,0.0139,0
2.3955,-0.038771,0,-7.4987,-8.349,0,-7.4987,-8.349,0,-1.157,1,0.01395,0.12,0.01395,0
2.3922,-0.039196,0,-7.5952,-8.4332,0,-7.5952,-8.4332,0,-1.1596,1,0.014,0.12,0.014,0
2.3803,-0.039794,0,-7.6813,-8.4678,0,-7.6813,-8.4678,0,-1.1621,1,0.01405,0.12,0.01405,0
2.3683,-0.040393,0,-7.7674,-8.5024,0,-7.7674,-8.5024,0,-1.1645,1,0.0141,0.12,0.0141,0
2.3564,-0.040992,0,-7.8535,-8.537,0,-7.8535,-8.537,0,-1.167,1,0.01415,0.12,0.01415,0
2.3444,-0.041591,0,-7.9396,-8.5716,0,-7.9396,-8.5716,0,-1.1695,1,0.0142,0.12,0.0142,0
2.3325,-0.04219,0,-8.0257,-8.6062,0,-8.0257,-8.6062,0,-1.1719,1,0.01425,0.12,0.01425,0
2.3205,-0.042788,0,-8.1118,-8.6408,0,-8.1118,-8.6408,0,-1.1744,1,0.0143,0.12,0.0143,0
2.3086,-0.043387,0,-8.1979,-8.6755,0,-8.1979,-8.6755,0,-1.1768,1,0.01435,0.12,0.01435,0
2.2967,-0.043986,0,-8.284,-8.7101,0,-8.284,-8.7101,0,-1.1793,1,0.0144,0.12,0.0144,0
2.2847,-0.044585,0,-8.3701,-8.7447,0,-8.3701,-8.7447,0,-1.1818,1,0.01445,0.12,0.01445,0
2.2728,-0.045184,0,-8.4561,-8.7793,0,-8.4561,-8.7793,0,-1.1842,1,0.0145,0.12,0.0145,0
2.2608,-0.045782,0,-8.5422,-8.8139,0,-8.5422,-8.8139,0,-1.1867,1,0.01455,0.12,0.01455,0
2.2489,-0.046381,0,-8.6283,-8.8485,0,-8.6283,-8.8485,0,-1.1892,1,0.0146,0.12,0.0146,0
2.2369,-0.04698,0,-8.7144,-8.8831,0,-8.7144,-8.8831,0,-1.1916,1,0.01465,0.12,0.01465,0
2.225,-0.047579,0,-8.8005,-8.9177,0,-8.8005,-8.9177,0,-1.1941,1,0.0147,0.12,0.0147,0
2.213,-0.048178,0,-8.8866,-8.9523,0,-8.8866,-8.9523,0,-1.1966,1,0.01475,0.12,0.01475,0
2.2011,-0.048776,0,-8.9727,-8.987,0,-8.9727,-8.987,0,-1.199,1,0.0148,0.12,0.0148,0
2.1891,-0.049375,0,-9.0588,-9.0216,0,-9.0588,-9.0216,0,-1.2015,1,0.01485,0.12,0.01485,0
2.1772,-0.049974,0,-9.1449,-9.0562,0,-9.1449,-9.0562,0,-1.204,1,0.0149,0.12,0.0149,0
2.1652,-0.050573,0,-9.2309,-9.0908,0,-9.2309,-9.0908,0,-1.2064,1,0.01495,0.12,0.01495,0
2.1533,-0.051171,0,-9.317,-9.1254,0,-9.317,-9.1254,0,-1.2089,1,0.015,0.12,0.015,0
2.1231,-0.051071,0,-9.3449,-8.9629,0,-9.3449,-8.9629,0,-1.2103,1,0.01505,0.12,0.01505,0
2.093,-0.050971,0,-9.3728,-8.8004,0,-9.3728,-8.8004,0,-1.2117,1,0.0151,0.12,0.0151,0
2.0628,-0.05087,0,-9.4006,-8.638,0,-9.4006,-8.638,0,-1.2132,1,0.01515,0.12,0.01515,0
2.0327,-0.05077,0,-9.4285,-8.4755,0,-9.4285,-8.4755,0,-1.2146,1,0.0152,0.12,0.0152,0
2.0025,-0.050669,0,-9.4564,-8.313,0,-9.4564,-8.313,0,-1.216,1,0.01525,0.12,0.01525,0
1.9723,-0.050569,0,-9.4843,-8.1505,0,-9.4843,-8.1505,0,-1.2174,1,0.0153,0.12,0.0153,0
1.9422,-0.050469,0,-9.5121,-7.988,0,-9.5121,-7.988,0,-1.2189,1,0.01535,0.12,0.01535,0
1.912,-0.050368,0,-9.54,-7.8256,0,-9.54,-7.8256,0,-1.2203,1,0.0154,0.12,0.0154,0
1.8818,-0.050268,0,-9.5679,-7.6631,0,-9.5679,-7.6631,0,-1.2217,1,0.01545,0.12,0.01545,0
1.8517,-0.050167,0,-9.5957,-7.5006,0,-9.5957,-7.5006,0,-1.2231,1,0.0155,0.12,0.0155,0
1.8215,-0.050067,0,-9.6236,-7.3381,0,-9.6236,-7.3381,0,-1.2245,1,0.01555,0.12,0.01555,0
1.7914,-0.049967,0,-9.6515,-7.1756,0,-9.6515,-7.1756,0,-1.226,1,0.0156,0.12,0.0156,0
1.7612,-0.049866,0,-9.6793,-7.0131,0,-9.6793,-7.0131,0,-1.2274,1,0.01565,0.12,0.01565,0
1.731,-0.049766,0,-9.7072,-6.8507,0,-9.7072,-6.8507,0,-1.2288,1,0.0157,0.12,0.0157,0
1.7009,-0.049665,0,-9.7351,-6.6882,0,-9.7351,-6.6882,0,-1.2302,1,0.01575,0.12,0.01575,0
1.6707,-0.049565,0,-9.763,-6.5257,0,-9.763,-6.5257,0,-1.2317,1,0.0158,0.12,0.0158,0
1.6405,-0.049464,0,-9.7908,-6.3632,0,-9.7908,-6.3632,0,-1.2331,1,0.01585,0.12,0.01585,0
1.6104,-0.049364,0,-9.8187,-6.2007,0,-9.8187,-6.2007,0,-1.2345,1,0.0159,0.12,0.0159,0
1.5802,-0.049264,0,-9.8466,-6.0383,0,-9.8466,-6.0383,0,-1.2359,1,0.01595,0.12,0.01595,0
1.5501,-0.049163,0,-9.8744,-5.8758,0,-9.8744,-5.8758,0,-1.2374,1,0.016,0.12,0.016,0
1.5054,-0.049327,0,-9.61,-5.6212,0,-9.61,-5.6212,0,-1.2377,1,0.01605,0.12,0.01605,0
1.4607,-0.04949,0,-9.3455,-5.3667,0,-9.3455,-5.3667,0,-1.238,1,0.0161,0.12,0.0161,0
1.416,-0.049654,0,-9.081,-5.1121,0,-9.081,-5.1121,0,-1.2384,1,0.01615,0.12,0.01615,0
1.3713,-0.049818,0,-8.8165,-4.8576,0,-8.8165,-4.8576,0,-1.2387,1,0.0162,0.12,0.0162,0
1.3266,-0.049981,0,-8.5521,-4.603,0,-8.5521,-4.603,0,-1.2391,1,0.01625,0.12,0.01625,0
1.2819,-0.050145,0,-8.2876,-4.3485,0,-8.2876,-4.3485,0,-1.2394,1,0.0163,0.12,0.0163,0
1.2372,-0.050308,0,-8.0231,-4.0939,0,-8.0231,-4.0939,0,-1.2398,1,0.01635,0.12,0.01635,0
1.1925,-0.050472,0,-7.7587,-3.8394,0,-7.7587,-3.8394,0,-1.2401,1,0.0164,0.12,0.0164,0
1.1478,-0.050636,0,-7.4942,-3.5848,0,-7.4942,-3.5848,0,-1.2405,1,0.01645,0.12,0.01645,0
1.1031,-0.050799,0,-7.2297,-3.3303,0,-7.2297,-3.3303,0,-1.2408,1,0.0165,0.12,0.0165,0
1.0584,-0.050963,0,-6.9653,-3.0757,0,-6.9653,-3.0757,0,-1.2412,1,0.01655,0.12,0.01655,0
1.0137,-0.051126,0,-6.7008,-2.8211,0,-6.7008,-2.8211,0,-1.2415,1,0.0166,0.12,0.0166,0
0.96898,-0.05129,0,-6.4363,-2.5666,0,-6.4363,-2.5666,0,-1.2419,1,0.01665,0.12,0.01665,0
0.92428,-0.051454,0,-6.1718,-2.312,0,-6.1718,-2.312,0,-1.2422,1,0.0167,0.12,0.0167,0
0.87958,-0.051617,0,-5.9074,-2.0575,0,-5.9074,-2.0575,0,-1.2426,1,0.01675,0.12,0.01675,0
0.83488,-0.051781,0,-5.6429,-1.8029,0,-5.6429,-1.8029,0,-1.2429,1,0.0168,0.12,0.0168,0
0.79018,-0.051945,0,-5.3784,-1.5484,0,-5.3784,-1.5484,0,-1.2432,1,0.01685,0.12,0.01685,0
0.74549,-0.052108,0,-5.114,-1.2938,0,-5.114,-1.2938,0,-1.2436,1,0.0169,0.12,0.0169,0
0.70079,-0.052272,0,-4.8495,-1.0393,0,-4.8495,-1.0393,0,-1.2439,1,0.01695,0.12,0.01695,0
0.65609,-0.052435,0,-4.585,-0.78473,0,-4.585,-0.78473,0,-1.2443,1,0.017,0.12,0.017,0
0.62283,-0.053253,0,-3.7998,-0.67485,0,-3.7998,-0.67485,0,-1.2443,1,0.01705,0.12,0.01705,0
0.58956,-0.05407,0,-3.0146,-0.56498,0,-3.0146,-0.56498,0,-1.2444,1,0.0171,0.12,0.0171,0
0.5563,-0.054888,0,-2.2294,-0.45511,0,-2.2294,-0.45511,0,-1.2444,1,0.01715,0.12,0.01715,0
0.52304,-0.055706,0,-1.4442,-0.34523,0,-1.4442,-0.34523,0,-1.2445,1,0.0172,0.12,0.0172,0
0.48978,-0.056523,0,-0.65895,-0.23536,0,-0.65895,-0.23536,0,-1.2445,1,0.01725,0.12,0.01725,0
0.45651,-0.057341,0,0.12628,-0.12549,0,0.12628,-0.12549,0,-1.2446,1,0.0173,0.12,0.0173,0
0.42325,-0.058158,0,0.91148,-0.015614,0,0.91148,-0.015614,0,-1.2446,1,0.01735,0.12,0.01735,0
0.38999,-0.058976,0,1.6967,0.094261,0,1.6967,0.094261,0,-1.2447,1,0.0174,0.12,0.0174,0
0.35673,-0.059793,0,2.4819,0.20414,0,2.4819,0.20414,0,-1.2447,1,0.01745,0.12,0.01745,0
0.32347,-0.060611,0,3.2671,0.31401,0,3.2671,0.31401,0,-1.2448,1,0.0175,0.12,0.0175,0
0.2902,-0.061428,0,4.0524,0.42388,0,4.0524,0.42388,0,-1.2448,1,0.01755,0.12,0.01755,0
0.25694,-0.062246,0,4.8376,0.53375,0,4.8376,0.53375,0,-1.2449,1,0.0176,0.12,0.0176,0
0.22368,-0.063064,0,5.6228,0.64363,0,5.6228,0.64363,0,-1.2449,1,0.01765,0.12,0.01765,0
0.19042,-0.063881,0,6.408,0.7535,0,6.408,0.7535,0,-1.245,1,0.0177,0.12,0.0177,0
0.15715,-0.064699,0,7.1932,0.86338,0,7.1932,0.86338,0,-1.245,1,0.01775,0.12,0.01775,0
0.12389,-0.065516,0,7.9784,0.97325,0,7.9784,0.97325,0,-1.2451,1,0.0178,0.12,0.0178,0
0.090629,-0.066334,0,8.7637,1.0831,0,8.7637,1.0831,0,-1.2451,1,0.01785,0.12,0.01785,0
0.057367,-0.067151,0,9.5489,1.193,0,9.5489,1.193,0,-1.2452,1,0.0179,0.12,0.0179,0
0.024104,-0.067969,0,10.334,1.3029,0,10.334,1.3029,0,-1.2452,1,0.01795,0.12,0.01795,0
-0.0091579,-0.068786,0,11.119,1.4127,0,11.119,1.4127,0,-1.2453,1,0.018,0.12,0.018,0
-0.020656,-0.067854,0,11.621,1.3798,0,11.621,1.3798,0,-1.2453,1,0.01805,0.12,0.01805,0
-0.032154,-0.066921,0,12.124,1.3468,0,12.124,1.3468,0,-1.2454,1,0.0181,0.12,0.0181,0
-0.043651,-0.065988,0,12.626,1.3139,0,12.626,1.3139,0,-1.2454,1,0.01815,0.12,0.01815,0
-0.05515,-0.065055,0,13.128,1.2809,0,13.128,1.2809,0,-1.2454,1,0.0182,0.12,0.0182,0
-0.066647,-0.064122,0,13.63,1.2479,0,13.63,1.2479,0,-1.2455,1,0.01825,0.12,0.01825,0
-0.078145,-0.063189,0,14.132,1.215,0,14.132,1.215,0,-1.2455,1,0.0183,0.12,0.0183,0
-0.089643,-0.062256,0,14.634,1.182,0,14.634,1.182,0,-1.2456,1,0.01835,0.12,0.01835,0
-0.10114,-0.061323,0,15.136,1.1491,0,15.136,1.1491,0,-1.2456,1,0.0184,0.12,0.0184,0
-0.11264,-0.06039,0,15.638,1.1161,0,15.638,1.1161,0,-1.2456,1,0.01845,0.12,0.01845,0
-0.12414,-0.059457,0,16.14,1.0831,0,16.14,1.0831,0,-1.2457,1,0.0185,0.12,0.0185,0
-0.13564,-0.058524,0,16.643,1.0502,0,16.643,1.0502,0,-1.2457,1,0.01855,0.12,0.01855,0
-0.14713,-0.057592,0,17.145,1.0172,0,17.145,1.0172,0,-1.2457,1,0.0186,0.12,0.0186,0
-0.15863,-0.056659,0,17.647,0.98427,0,17.647,0.98427,0,-1.2458,1,0.01865,0.12,0.01865,0
-0.17013,-0.055726,0,18.149,0.95131,0,18.149,0.95131,0,-1.2458,1,0.0187,0.12,0.0187,0
